Title,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,rate
Beyond the Mat,1999,18+,82%,1,0,0,0,0,Barry W. Blaustein,"Documentary,Biography,Sport",United States,English,102,High
Beyond the Myth: A Film About Pit Bulls and Breed Discrimination,2010,,,0,0,1,0,0,Libby Sherrill,Documentary,United States,English,92,High
Beyond the Pale,2014,,,0,0,1,0,0,Ja-Ann Wang,"Short,Drama",United States,English,11,High
Beyond The Sky,2018,,,0,0,1,0,0,Fulvio Sestito,"Mystery,Sci-Fi,Thriller",United States,English,82,Intermediate
Beyond the Summits,2009,,,0,0,1,0,0,Rémy Tezier,Documentary,France,French,80,High
Beyond the Time Barrier,1960,,60%,0,0,1,0,0,Edgar G. Ulmer,"Romance,Sci-Fi",United States,English,75,Low
Beyond Tomorrow,1940,,,0,0,1,0,0,A. Edward Sutherland,"Drama,Fantasy,Romance",United States,English,84,Intermediate
B-Girl,2009,13+,,0,0,1,0,0,Emily Dell,"Drama,Music,Romance",United States,English,88,Low
Bhaagamathie,2018,all,,0,0,1,0,0,Ashok G.,"Action,Horror,Thriller",India,"Telugu,Tamil,Malayalam",138,High
Bhagam Bhag,2006,,,1,0,1,0,0,Priyadarshan,"Comedy,Mystery,Thriller",India,Hindi,157,Intermediate
Bhaji on the Beach,1993,18+,89%,0,0,1,0,0,Gurinder Chadha,"Comedy,Drama",United Kingdom,"English,Punjabi",101,Intermediate
Bhangra Paa Le,2020,,,1,0,0,0,0,Sneha Taurani,"Comedy,Drama,Music",India,Hindi,131,Intermediate
Bharat,2019,,29%,0,0,1,0,0,Ali Abbas Zafar,"Action,Comedy,Drama",India,Hindi,150,Low
Bharat Ane Nenu,2018,,100%,0,0,1,0,0,Koratala Siva,"Action,Drama",India,Telugu,173,High
Bhasmasur,2017,,,1,0,0,0,0,Nishil Sheth,Drama,India,Hindi,74,High
Bhavesh Joshi Superhero,2018,,63%,1,0,0,0,0,Vikramaditya Motwane,"Action,Drama",India,Hindi,154,High
Bheemayan,2018,,,1,0,0,0,0,Rosauro Adorable,Animation,India,Hindi,97,
Bheeshma,2020,,,1,0,0,0,0,Venky Kudumula,"Action,Comedy,Romance",India,Telugu,150,Intermediate
Bhool Bhulaiyaa,2007,,20%,1,0,0,0,0,Priyadarshan,"Comedy,Horror,Mystery,Thriller",India,"Hindi,Bengali",159,High
Bhoomi,2017,,50%,0,0,1,0,0,Omung Kumar,"Action,Drama",India,Hindi,136,Low
Bhoopadathil Illatha Oridam,2012,,,1,0,0,0,0,Joe Chalissery,"Comedy,Drama",India,Malayalam,,Low
Bhoot,2003,,67%,1,0,1,0,0,Ram Gopal Varma,"Horror,Mystery,Thriller",India,Hindi,113,Intermediate
Bhoothnath,2008,7+,60%,0,0,1,0,0,Vivek Sharma,"Comedy,Drama,Family,Fantasy",India,Hindi,150,Intermediate
Bhouri,2017,13+,,1,0,1,0,0,Jasbir Bhaati,Drama,India,Hindi,140,Intermediate
Bibi & Tina,2014,,,1,0,0,0,0,,"Adventure,Comedy,Family",Germany,,,Low
Bibi & Tina: Bewildered and Bewitched,2014,,,1,0,0,0,0,,,,,,Low
Bibi & Tina: Girls vs. Boys,2016,,,1,0,0,0,0,,,,,,Low
Bibi & Tina: Perfect Pandemonium,2017,,,1,0,0,0,0,,,,,,Low
Bickford Shmeckler's Cool Ideas,2006,18+,50%,0,0,1,0,0,Scott Lew,"Comedy,Romance",United States,English,79,Intermediate
Big Ass Spider!,2013,13+,78%,0,0,1,0,0,Mike Mendez,"Action,Adventure,Comedy,Sci-Fi,Thriller",United States,English,80,Low
Big Bad Mama,1974,18+,71%,0,0,1,0,0,Steve Carver,"Action,Comedy,Crime,Drama",United States,English,84,Intermediate
Big Bang,2007,,,0,0,1,0,0,,"Comedy,Romance",United States,"English,Hindi,Italian,Russian,Mandarin,Klingon",22,Intermediate
Big Buck Bunny,2008,all,,0,0,1,0,0,Sacha Goedegebure,"Animation,Short,Comedy",Netherlands,None,10,Intermediate
Big Business,1988,7+,44%,0,0,0,1,0,Jim Abrahams,Comedy,United States,"English,Italian",97,Intermediate
Big Eden,2000,13+,65%,0,0,1,0,0,Thomas Bezucha,"Comedy,Drama,Romance",United States,English,118,High
Big Fan,2009,18+,86%,0,0,1,0,0,Robert Siegel,"Comedy,Crime,Drama,Sport",United States,English,88,Intermediate
Big Hero 6,2014,7+,89%,0,0,0,1,0,"Don Hall,Chris Williams","Animation,Action,Adventure,Family,Sci-Fi",United States,English,102,High
Big Jake,1971,13+,,0,0,1,0,0,"George Sherman,John Wayne",Western,United States,"English,Spanish",110,High
Big Kill,2018,18+,22%,1,0,0,0,0,Scott Martin,"Action,Western",United States,English,126,Low
Big Legend,2018,,,0,0,1,0,0,Justin Lee,"Action,Adventure,Horror,Thriller",United States,English,89,Low
Big Miracle,2012,7+,75%,1,0,0,0,0,Ken Kwapis,"Biography,Drama,Family,Romance","United States,United Kingdom",English,107,Intermediate
Big Money Agenda: Democracy on the Brink,2018,,,0,0,1,0,0,,,,,,
Big Muddy,2014,18+,57%,0,0,1,0,0,Matt Shapira,Drama,United States,English,,Low
Big Night,1996,18+,96%,0,0,1,0,0,"Campbell Scott,Stanley Tucci","Drama,Romance",United States,"English,Italian",109,High
Big Nothing,2006,18+,46%,0,0,1,0,0,Jean-Baptiste Andrea,"Comedy,Crime,Thriller",United Kingdom,English,86,Intermediate
Big Sonia,2017,,94%,0,0,1,0,0,"Todd Soliday,Leah Warshawski","Documentary,Family,History",United States,English,93,High
Big Time Adolescence,2020,18+,84%,0,1,0,0,0,Jason Orley,Comedy,United States,English,91,High
Big Time Movie,2012,all,,1,1,0,0,0,Savage Steve Holland,Comedy,"United States,Canada",English,68,Intermediate
Big Voice,2015,all,,0,1,0,0,0,Varda Bar-Kar,"Documentary,Biography,Family,Music,Musical",United States,English,83,High
Big Wata,2018,13+,,0,0,1,0,0,"Gugi van der Velden,Jan Paul van der Velden","Documentary,Adventure","Netherlands,Liberia,Sierra Leone",English,80,
Big-Ass Guns,2018,,,0,0,1,0,0,,,,,,
Bigfoot Encounters,2018,,,0,0,1,0,0,,Reality-TV,,,,
Bigfoot Girl,2019,,,0,1,1,0,0,Jason Mills,Documentary,United States,English,75,Low
Bigfoot The Movie,2015,,,0,0,1,0,0,Jared Show,Comedy,United States,English,96,Intermediate
Biggie and Tupac,2002,18+,79%,0,0,1,0,0,Nick Broomfield,"Documentary,Biography,Crime,Music",United Kingdom,English,108,Intermediate
Bigil,2019,,,0,0,1,0,0,Atlee Kumar,"Action,Drama,Sport",India,"Tamil,Telugu",179,Intermediate
Bijuli Machine,2016,,,0,0,1,0,0,Navin Awal,"Comedy,Drama,Sci-Fi",Nepal,Nepali,104,High
"Bikram: Yogi, Guru, Predator",2019,18+,96%,1,0,0,0,0,Eva Orner,"Documentary,Crime",United States,English,86,Intermediate
Bilal: A New Breed of Hero,2015,13+,58%,0,0,1,0,0,"Khurram H. Alavi,Ayman Jamal","Animation,Action,Adventure","United Arab Emirates,United States,Switzerland",English,105,High
Bill & Ted's Bogus Journey,1991,7+,54%,0,0,1,0,0,Peter Hewitt,"Adventure,Comedy,Fantasy,Music,Sci-Fi",United States,"English,Italian,Russian",93,Intermediate
Bill Burr: I'm Sorry You Feel That Way,2014,18+,100%,1,0,0,0,0,Jay Karas,Comedy,United States,English,80,High
Bill Burr: Let It Go,2010,,,1,0,0,0,0,Shannon Hartman,Comedy,United States,English,65,High
Bill Burr: Paper Tiger,2019,18+,86%,1,0,0,0,0,Mike Binder,Comedy,"United States,United Kingdom",English,67,High
Bill Burr: Walk Your Way Out,2017,,,1,0,0,0,0,Jay Karas,Comedy,United States,English,77,High
Bill Burr: You People Are All The Same,2012,18+,,1,0,0,0,0,Jay Karas,Comedy,United States,English,69,High
Bill Cunningham New York,2011,,99%,0,0,1,0,0,Richard Press,"Documentary,Biography,History",United States,English,84,High
Bill Frisell: A Portrait,2017,18+,88%,0,0,1,0,0,Emma Franz,Documentary,Australia,English,118,High
Bill Hicks: One Night Stand,1991,18+,,1,0,0,0,0,,,,,,High
Bill Hicks: Reflections,2015,,,1,0,1,0,0,Rodrigo Pelmonto,"Documentary,Short",,English,34,Intermediate
Bill Hicks: Relentless,1992,,,1,0,0,0,0,Chris Bould,"Documentary,Comedy",United Kingdom,English,61,High
Bill Hicks: Revelations,1993,,,1,0,1,0,0,Chris Bould,"Documentary,Comedy",United Kingdom,English,57,High
Bill Hicks: Sane Man,1989,18+,,1,0,1,0,0,"Kevin Booth,David Johndrow","Documentary,Comedy",United States,English,81,High
"Bill Maher: ""... But I'm Not Wrong""",2010,,,0,0,1,0,0,John Moffitt,Comedy,United States,,79,Intermediate
Bill Maher: The Decider,2007,18+,,0,0,1,0,0,John Moffitt,"Documentary,Comedy",United States,English,60,High
Bill Maher: Victory Begins at Home,2003,18+,,0,0,1,0,0,John Moffitt,Comedy,United States,English,60,High
Bill Nye: Science Guy,2017,,100%,1,0,0,0,0,"David Alvarado,Jason Sussberg",Documentary,United States,English,101,Intermediate
Billa II,2012,13+,,0,0,1,0,0,"Dan Berk,Robert Olsen","Comedy,Drama,Horror,Thriller",United States,English,90,Intermediate
Billboard Dad,1998,all,,0,1,0,0,0,Alan Metter,"Comedy,Family,Romance",United States,English,92,Low
Billu,2009,7+,60%,1,0,0,0,0,Priyadarshan,"Comedy,Drama",India,"Hindi,Awadhi",137,Intermediate
Billy Boy,2018,18+,,0,0,1,0,0,Bradley Buecker,"Crime,Drama,Thriller",United States,English,90,Low
Billy the Kid,2013,13+,,0,1,0,0,0,Sam Peckinpah,"Biography,Drama,Western","United States,Mexico",English,122,Low
Billy the Kid and the Green Baize Vampire,1985,,,0,0,1,0,0,Alan Clarke,"Comedy,Horror,Musical,Sport,Western",United Kingdom,English,93,Intermediate
Bilu: A Demon Within,2017,,,1,0,0,0,0,Indrasis Acharya,"Drama,Fantasy",India,Bengali,128,High
Bio-Dome,1996,13+,4%,0,0,1,0,0,Jason Bloom,Comedy,United States,English,88,Low
Bioscope,2015,,,1,0,0,0,0,"Gajendra Ahire,Viju Mane,Girish Mohite",Drama,India,Marathi,120,Intermediate
Bir Baba Hindu,2016,13+,,1,0,0,0,0,Sermiyan Midyat,"Action,Adventure,Comedy,Musical,Romance","Turkey,India",Turkish,112,Low
Bird Box,2018,18+,63%,1,0,0,0,0,Susanne Bier,"Drama,Horror,Sci-Fi",United States,English,124,Intermediate
Birders,2019,,,1,0,0,0,0,Otilia Portillo Padua,"Documentary,Short","United States,Mexico","English,Spanish",37,Intermediate
Birds of Prey,1973,7+,,0,0,1,0,0,Cathy Yan,"Action,Adventure,Crime",United States,"English,Chinese",109,Intermediate
Birds Without Names,2017,,100%,0,0,1,0,0,Kazuya Shiraishi,"Drama,Mystery",Japan,Japanese,123,Intermediate
Birdshot,2017,18+,,1,0,0,0,0,Mikhail Red,"Drama,Mystery,Thriller","Philippines,Qatar",Filipino,116,Intermediate
Birdy,1984,18+,85%,0,0,1,0,0,Alan Parker,"Drama,War",United States,English,120,High
Birth of a Monster,2016,,,0,0,1,0,0,Timothy Martin,"Short,Sci-Fi",United States,English,21,
Birth of the Living Dead,2013,,96%,0,0,1,0,0,Rob Kuhns,Documentary,United States,English,76,High
Birth of the Tramp,2013,,,0,0,1,0,0,"Serge Bromberg,Eric Lange","Documentary,Biography","France,United Kingdom","English,French",52,High
Birth Reborn,2013,,,1,0,0,0,0,Eduardo Chauvet,"Documentary,Family,History",Brazil,Portuguese,91,High
Birthmarked,2018,,12%,1,0,0,0,0,Emanuel Hoss-Desmarais,Comedy,Canada,English,90,Intermediate
Bisbee '17,2018,7+,,0,0,1,0,0,Robert Greene,"Documentary,Western",United States,English,112,Intermediate
Biswa Kalyan Rath : Biswa Mast Aadmi,2017,,,0,0,1,0,0,Siddharth Vasani,Comedy,India,"Hindi,English",75,High
Bite,2015,,58%,0,0,1,0,0,Chad Archibald,Horror,Canada,English,88,Low
Bitter / Sweet,2009,,,1,0,0,0,0,Khalid Marie,"Comedy,Drama",Egypt,"Arabic,English",130,Intermediate
Bizarre Dinosaurs,2010,,,0,0,0,1,0,Jenny Kubo,Documentary,United States,English,48,Intermediate
Black & Privileged: Volume 1,2019,,,1,0,0,0,0,,,,,,Low
Black & White: The Dawn of Justice,2014,13+,,0,0,1,0,0,Yueh-Hsun Tsai,Action,"China,Taiwan,Hong Kong",Mandarin,126,Intermediate
Black Beauty,1994,all,,0,0,1,0,0,Caroline Thompson,"Adventure,Drama,Family,Romance","United Kingdom,United States",English,88,Intermediate
Black Belly of the Tarantula,1971,18+,,0,0,1,0,0,Paolo Cavara,"Horror,Mystery,Thriller","Italy,France",Italian,89,Intermediate
Black Book,2006,18+,75%,0,0,1,0,0,Paul Verhoeven,"Drama,Thriller,War","Netherlands,Germany,United Kingdom,Belgium","Dutch,German,English,Hebrew",145,High
Black Circle Boys,1997,18+,,0,0,1,0,0,Matthew Carnahan,"Drama,Horror,Thriller",United States,English,101,Low
Black Cobra II,1989,,,0,0,1,0,0,Edoardo Margheriti,"Action,Crime,Drama,Thriller","Italy,Philippines",English,94,Low
Black Cop,2017,,82%,0,1,0,0,0,Cory Bowles,Drama,Canada,English,91,Low
Black Creek,2018,,,0,0,1,0,0,James Crow,Horror,United States,English,80,Low
Black Field,2009,,,0,0,1,0,0,Vardis Marinakis,"Drama,Romance",Greece,"Turkish,Greek",104,Intermediate
Black Fist,1977,18+,,0,0,1,0,0,"Timothy Galfas,Richard Kaye","Action,Crime",United States,English,93,Low
Black Gold,2011,18+,11%,0,1,1,0,0,Jean-Jacques Annaud,"Action,Drama,History,War","France,Italy,Qatar,Tunisia",English,130,Intermediate
Black Holes,2017,,,0,0,1,0,0,Pappi Corsicato,"Comedy,Drama,Romance,Sci-Fi",Italy,Italian,97,Intermediate
Black Ice,1992,18+,,0,0,1,0,0,Petri Kotwica,"Drama,Thriller","Finland,Germany","Finnish,English",110,Low
Black Jack Pershing: Love and War,2017,,,0,0,1,0,0,Bernard McCoy,"Documentary,Biography,History,War",United States,English,57,High
Black Jack: The Movie,1996,,,0,0,1,0,0,"Osamu Dezaki,Fumihiro Yoshimura","Animation,Drama,Thriller",Japan,Japanese,90,Intermediate
Black Luck,2016,,,0,0,1,0,0,"Jason Levering,David M. Weiss","Action,Crime,Drama,Thriller",United States,English,90,Intermediate
Black Magic,1975,18+,,0,0,1,0,0,Alex Gibney,"Documentary,Biography,History",United States,English,110,Intermediate
Black Man White Skin,2015,,,1,0,0,0,0,Jose Manuel Colón Armario,Documentary,Spain,"Spanish,French",108,
Black Mirror: Bandersnatch,2018,,92%,1,0,0,0,0,David Slade,"Drama,Mystery,Sci-Fi,Thriller","United States,United Kingdom",English,90,High
Black Moon Rising,1986,18+,38%,0,0,1,0,0,Harley Cokeliss,"Action,Crime,Thriller",United States,English,100,Intermediate
Black Mountain Side,2016,,,0,0,1,0,0,Nick Szostakiwskyj,"Drama,Horror,Mystery,Sci-Fi,Thriller",Canada,English,99,Low
Black November,2012,13+,23%,0,0,1,0,0,Jeta Amata,"Action,Crime,Drama,Thriller","Nigeria,United States",English,95,Low
Black Panther,2018,13+,97%,0,0,0,1,0,Ryan Coogler,"Action,Adventure,Sci-Fi",United States,"English,Swahili,Nama,Xhosa,Korean",134,High
Black Pond,2011,,100%,0,0,1,0,0,"Tom Kingsley,Will Sharpe","Comedy,Drama,Thriller",United Kingdom,English,83,Intermediate
Black Rider,1993,,,0,0,1,0,0,Harley Cokeliss,"Action,Crime,Thriller",United States,English,100,High
Black Rock,2012,18+,52%,0,1,0,0,0,Katie Aselton,"Horror,Thriller",United States,English,83,Low
Black Rose,2014,18+,22%,1,0,0,0,0,Alexander Nevsky,"Action,Crime,Drama","Russia,United States","English,Russian",83,Low
Black Ruby,2017,,,0,0,1,0,0,"La Raza,Marius Iliescu,Zachary Laoutides,Mónica Esmeralda León",Drama,United States,"English,Hebrew",91,High
Black Saturday,2005,,,0,0,1,0,0,Craig Carter,Action,United States,English,72,Low
Black Sea,2014,18+,80%,1,0,0,0,0,Kevin Macdonald,"Adventure,Drama,Thriller","United Kingdom,Russia,United States","English,Russian",114,Intermediate
Black Site Delta,2017,,,1,0,0,0,0,Jesse Gustafson,Action,United States,English,87,Low
Black Snake Moan,2006,18+,66%,1,0,1,0,0,Craig Brewer,"Drama,Music",United States,English,116,Intermediate
Black Snow,2017,,57%,1,0,0,0,0,Martín Hodara,"Crime,Drama,Mystery,Thriller","Argentina,Spain",Spanish,90,Intermediate
Black Souls,2014,,90%,0,0,1,0,0,Francesco Munzi,"Crime,Drama","Italy,France",Italian,109,Intermediate
Black Sun,2005,,75%,0,0,1,0,0,,"Crime,Drama,Thriller",Serbia,"Serbian,Russian,Macedonian,German,Slovenian",60,High
Black Sunday,1977,18+,69%,0,0,1,0,0,Mario Bava,Horror,Italy,"Italian,English",87,Intermediate
Black Water,2018,18+,,0,0,1,0,0,Pasha Patriki,"Action,Drama,Thriller","Canada,United States",English,104,Low
Blackball,2003,18+,41%,0,0,1,0,0,Mel Smith,"Comedy,Drama,Sport",United Kingdom,English,96,Intermediate
"Blackbeard, the Pirate",1952,,,0,0,1,0,0,Raoul Walsh,"Adventure,Romance",United States,English,99,Intermediate
Blackbeard's Ghost,1968,all,82%,0,0,0,1,0,Robert Stevenson,"Comedy,Family,Fantasy",United States,English,106,Intermediate
Blackbelt II: Fatal Force,1989,,,0,0,1,0,0,"Joe Mari Avellana,Kevin Tent",Action,"United States,Philippines",English,83,Low
Blackbird,2012,,57%,0,0,1,0,0,Gina Prince-Bythewood,"Drama,Music,Romance",United States,English,116,High
Blackfish,2013,13+,98%,1,1,0,0,0,Gabriela Cowperthwaite,"Documentary,News",United States,"English,Spanish",83,High
Blackfly,1991,,,0,0,1,0,0,,"Adventure,Comedy,History",Canada,English,,Intermediate
Blackmark,2018,,,0,0,1,0,0,A.J. Martinson,"Action,Drama,Thriller",United States,English,94,Low
Blackout,2007,18+,,0,0,1,0,0,"Egor Baranov,Nathalia Hencker","Action,Sci-Fi,Thriller",Russia,Russian,153,Intermediate
Blame,2011,18+,58%,0,0,1,0,0,Quinn Shephard,Drama,United States,English,100,Intermediate
Blame!,2017,13+,82%,1,1,1,0,0,Hiroyuki Seshita,"Animation,Action,Drama,Sci-Fi,Thriller",Japan,Japanese,106,Intermediate
Blank Check,1994,7+,9%,0,0,0,1,0,Rupert Wainwright,"Comedy,Crime,Family",United States,English,93,Low
Blast Vegas,2013,,,0,0,1,0,0,Jack Perez,"Action,Adventure,Fantasy,Thriller",United States,English,86,Low
Blazing Saddles,1974,18+,89%,0,1,0,0,0,Mel Brooks,"Comedy,Western",United States,"English,Yiddish,German",93,High
Bleach the Movie: Fade to Black,2008,16+,,1,0,0,0,0,,,,,,High
Bleach the Movie: Hell Verse,2010,16+,,1,0,0,0,0,Noriyuki Abe,"Animation,Action,Adventure,Fantasy",Japan,Japanese,94,High
Bleed for This,2016,18+,69%,1,0,0,0,0,Ben Younger,"Biography,Drama,Sport",United States,"English,French",117,Intermediate
Bleeding Steel,2017,18+,22%,0,0,1,0,0,Leo Zhang,"Action,Adventure,Sci-Fi,Thriller","China,Hong Kong","English,Mandarin",109,Low
Bless the Child,2000,18+,3%,0,0,1,0,0,Chuck Russell,"Crime,Drama,Horror,Thriller","United States,Germany",English,107,Low
"Bless You, Prison",2002,,,0,0,1,0,0,Nicolae Margineanu,Drama,Romania,Romanian,90,High
Blessed Benefit,2017,,,1,0,0,0,0,Mahmoud al Massad,"Comedy,Drama","Germany,Jordan,Netherlands",Arabic,83,Intermediate
Blessings: The Tsoknyi Nangchen Nuns of Tibet,2009,,,0,0,1,0,0,Victress Hitchcock,Documentary,United States,English,104,High
Blind,2017,18+,19%,0,1,0,0,0,Eskil Vogt,Drama,"Norway,Netherlands",Norwegian,96,Intermediate
Blind Date,2015,,,1,0,1,0,0,Fouad Mikati,"Drama,Thriller",United States,English,92,Intermediate
Blind Detective,2013,,55%,1,0,0,0,0,Johnnie To,"Comedy,Crime,Drama,Thriller","Hong Kong,China","English,Cantonese,Mandarin,Portuguese",130,Intermediate
Blind Trust,2007,13+,,0,0,1,0,0,Louis Bolduc,"Crime,Drama,Thriller",Canada,English,86,Low
Blind Woman's Curse,1970,,,0,0,1,0,0,Teruo Ishii,"Action,Crime,Horror",Japan,Japanese,85,Intermediate
Bliss,1997,18+,46%,0,0,1,0,0,Drew Barrymore,"Drama,Sport",United States,English,111,Intermediate
Blockbuster,2017,,,1,0,0,0,0,July Hygreck,Comedy,France,French,85,Intermediate
Blood & Oil,2019,18+,53%,0,0,1,0,0,,"Crime,Drama,Romance",United States,English,42,Low
Blood and Black Lace,1964,18+,86%,0,0,1,0,0,Mario Bava,"Horror,Mystery,Thriller","Italy,France,West Germany,Monaco",Italian,88,High
Blood and Chocolate,2007,13+,11%,0,0,1,0,0,Katja von Garnier,"Drama,Fantasy,Horror,Romance","United States,United Kingdom,Germany,Romania","English,Romanian",98,Intermediate
Blood and Glory,2016,,,0,0,1,0,0,Sean Else,"Drama,History,Sport,War",South Africa,"Afrikaans,English",136,Intermediate
Blood Bound,2019,,,0,0,1,0,0,Richard LeMay,"Horror,Thriller",United States,English,96,Low
Blood Brother,2013,7+,73%,0,0,1,0,0,Tom Holland,"Horror,Thriller",United States,English,87,High
Blood Car,2007,,63%,0,0,1,0,0,Alex Orr,"Comedy,Horror",United States,English,82,Low
Blood Descendants,2007,18+,,0,0,1,0,0,Chuck Gramling,Horror,United States,English,86,Low
Blood Father,2016,18+,89%,1,0,0,0,0,Jean-François Richet,"Action,Crime,Drama,Thriller",France,"English,Spanish",88,Intermediate
Blood Feast,2016,18+,,0,0,1,0,0,Herschell Gordon Lewis,Horror,United States,English,67,Low
Blood Hunters,2016,18+,40%,0,0,1,0,0,Vincent Soberano,Action,United States,English,70,Low
Blood Money,2017,18+,50%,1,0,1,0,0,Lucky McKee,"Crime,Drama,Thriller",United States,English,100,Low
Blood Myth,2020,,,0,0,1,0,0,"Sean Brown,Luke Gosling",Horror,United Kingdom,English,81,Low
Blood Oath,2007,18+,,0,0,1,0,0,Stephen Wallace,"Drama,War","Australia,United Kingdom","English,Japanese",108,Low
Blood of Dracula,1957,,,0,0,1,0,0,Herbert L. Strock,Horror,United States,English,69,Low
Blood Rage,1987,18+,,0,0,1,0,0,John Grissmer,Horror,United States,English,82,Intermediate
Blood Ransom,2014,18+,20%,0,0,1,0,0,Francis dela Torre,"Fantasy,Romance,Thriller","United States,Philippines",English,101,Low
Blood Relative,2012,13+,,0,0,1,0,0,Todd Alcott,"Horror,Thriller",United States,English,79,High
Blood Soaked,2013,,,0,0,1,0,0,Peter Grendle,"Horror,Thriller",United States,English,72,Low
Blood Tea and Red String,2006,,91%,0,0,1,0,0,Christiane Cegavske,"Animation,Fantasy",United States,,71,High
Blood Type: Unknown,2013,,,0,0,1,0,0,Doug Penikas,Drama,United States,English,90,Low
